datetime,pct,precip,precipcover,preciptype,snow,snowdepth
2019-06-05,0.849175142461854,0.0,0.0,,0.0,0.0
2019-06-06,0.8869397891086683,0.065,16.67,rain,0.0,0.0
2019-06-07,0.814493909782805,0.0,0.0,,0.0,0.0
2019-06-08,0.7439129671503067,0.0,0.0,,0.0,0.0
2019-06-09,0.8459705525674845,0.0,0.0,,0.0,0.0
2019-06-10,0.8203574990543152,0.001,4.17,rain,0.0,0.0
2019-06-11,0.8293503131224129,0.667,58.33,rain,0.0,0.0
2019-06-12,0.8550259447366317,0.0,0.0,,0.0,0.0
2019-06-13,0.8382513596564736,0.575,45.83,rain,0.0,0.0
2019-06-14,0.823079215597514,0.0,0.0,,0.0,0.0
2019-06-15,0.7349708197430128,0.0,0.0,,0.0,0.0
2019-06-16,0.8286771850646854,0.118,45.83,rain,0.0,0.0
2019-06-17,0.8254686039102992,0.0,0.0,,0.0,0.0
2019-06-18,0.8213457715082917,0.116,20.83,rain,0.0,0.0
2019-06-19,0.8584572943541358,0.0,0.0,,0.0,0.0
2019-06-20,0.8455461895637468,0.354,29.17,rain,0.0,0.0
2019-06-21,0.8463803186259089,1.094,37.5,rain,0.0,0.0
2019-06-22,0.7847375129277757,0.0,0.0,,0.0,0.0
2019-06-23,0.7355229765823266,0.0,0.0,,0.0,0.0
2019-06-24,0.8046444433316321,0.0,0.0,,0.0,0.0
2019-06-25,0.842640849898098,0.134,29.17,rain,0.0,0.0
2019-06-26,0.8242515305691978,0.0,0.0,,0.0,0.0
2019-06-27,0.855550249190605,0.0,0.0,,0.0,0.0
2019-06-28,0.8521382427339121,0.0,0.0,,0.0,0.0
2019-06-29,0.8490519325132255,1.505,25.0,rain,0.0,0.0
2019-06-30,0.8145372206120757,0.166,16.67,rain,0.0,0.0
2019-07-01,0.8525388498091369,0.0,0.0,,0.0,0.0
2019-07-02,0.8443175805609039,0.0,0.0,,0.0,0.0
2019-07-03,0.8476465758546988,0.0,0.0,,0.0,0.0
2019-07-04,0.7850331224457735,0.0,0.0,,0.0,0.0
2019-07-05,0.8513160544658366,0.0,0.0,,0.0,0.0
2019-07-06,0.842919686406022,1.31,20.83,rain,0.0,0.0
2019-07-07,0.8444484546794865,0.0,0.0,,0.0,0.0
2019-07-08,0.8103275347340463,0.0,0.0,,0.0,0.0
2019-07-09,0.8038758322778126,0.0,0.0,,0.0,0.0
2019-07-10,0.8182026893182297,0.0,0.0,,0.0,0.0
2019-07-11,0.8056961443173979,0.0,0.0,,0.0,0.0
2019-07-12,0.8413356081040273,0.843,58.33,rain,0.0,0.0
2019-07-13,0.7802456159147881,0.0,0.0,,0.0,0.0
2019-07-14,0.8526846694338959,0.0,0.0,,0.0,0.0
2019-07-15,0.8390141939496993,0.0,0.0,,0.0,0.0
2019-07-16,0.8285209359531791,0.0,0.0,,0.0,0.0
2019-07-17,0.7919217817147424,0.516,20.83,rain,0.0,0.0
2019-07-18,0.8193941272227605,0.041,8.33,rain,0.0,0.0
2019-07-19,0.7928177509376721,0.0,0.0,,0.0,0.0
2019-07-20,0.7525357108579881,0.0,0.0,,0.0,0.0
2019-07-21,0.7486192248372646,0.0,0.0,,0.0,0.0
2019-07-22,0.8118733087422149,0.735,25.0,rain,0.0,0.0
2019-07-23,0.7857005986025478,1.177,58.33,rain,0.0,0.0
2019-07-24,0.8066264920564307,0.001,4.17,rain,0.0,0.0
2019-07-25,0.8502504605124749,0.0,0.0,,0.0,0.0
2019-07-26,0.7996139452352891,0.0,0.0,,0.0,0.0
2019-07-27,0.7834297611055375,0.0,0.0,,0.0,0.0
2019-07-28,0.8040352458945562,0.0,0.0,,0.0,0.0
2019-07-29,0.8330317808796153,0.011,8.33,rain,0.0,0.0
2019-07-30,0.7827756589505882,0.0,0.0,,0.0,0.0
2019-07-31,0.7816032642087369,1.168,12.5,rain,0.0,0.0
2019-08-01,0.7969372880450892,0.0,0.0,,0.0,0.0
2019-08-02,0.8460686294788939,0.0,0.0,,0.0,0.0
2019-08-03,0.798181545408578,0.0,0.0,,0.0,0.0
2019-08-04,0.8271213405267976,0.0,0.0,,0.0,0.0
2019-08-05,0.8077374655404043,0.0,0.0,,0.0,0.0
2019-08-06,0.8096190072061398,0.0,0.0,,0.0,0.0
2019-08-07,0.7971879470159507,0.022,8.33,rain,0.0,0.0
2019-08-08,0.8570371222778204,0.133,12.5,rain,0.0,0.0
2019-08-09,0.8753377234303334,0.0,0.0,,0.0,0.0
2019-08-10,0.7857786763366041,0.0,0.0,,0.0,0.0
2019-08-11,0.8045836996850766,0.0,0.0,,0.0,0.0
2019-08-12,0.8125537438234706,0.0,0.0,,0.0,0.0
2019-08-13,0.8249365937687059,0.001,4.17,rain,0.0,0.0
2019-08-14,0.8426729315438719,0.0,0.0,,0.0,0.0
2019-08-15,0.8366407961328095,0.0,0.0,,0.0,0.0
2019-08-16,0.8257541055367847,0.0,0.0,,0.0,0.0
2019-08-17,0.8254228580544322,0.0,0.0,,0.0,0.0
2019-08-18,0.7971364860294996,0.147,16.67,rain,0.0,0.0
2019-08-19,0.8239584606703947,0.008,8.33,rain,0.0,0.0
2019-08-20,0.8734468352993605,0.0,0.0,,0.0,0.0
2019-08-21,0.859946828474816,0.056,16.67,rain,0.0,0.0
2019-08-22,0.8193398694619094,0.0,0.0,,0.0,0.0
2019-08-23,0.854778497091974,0.004,12.5,rain,0.0,0.0
2019-08-24,0.8177471117169913,0.0,0.0,,0.0,0.0
2019-08-25,0.8359240244804882,0.0,0.0,,0.0,0.0
2019-08-26,0.8600218349167832,0.0,0.0,,0.0,0.0
2019-08-27,0.8493780225267364,0.0,0.0,,0.0,0.0
2019-08-28,0.8576102165511128,0.39,37.5,rain,0.0,0.0
2019-08-29,0.876746127779741,0.579,25.0,rain,0.0,0.0
2019-08-30,0.8748565477361396,0.0,0.0,,0.0,0.0
2019-08-31,0.8164475405520665,0.0,0.0,,0.0,0.0
2019-09-01,0.8127390357903713,0.0,0.0,,0.0,0.0
2019-09-02,0.8387334921642895,1.036,16.67,rain,0.0,0.0
2019-09-03,0.8289624999040368,0.0,0.0,,0.0,0.0
2019-09-04,0.8564625458241283,0.299,4.17,rain,0.0,0.0
2019-09-05,0.846698929037327,0.0,0.0,,0.0,0.0
2019-09-06,0.8130323955321908,0.0,0.0,,0.0,0.0
2019-09-07,0.7995899043044261,0.045,25.0,rain,0.0,0.0
2019-09-08,0.7855249022491505,0.0,0.0,,0.0,0.0
2019-09-09,0.7919853973697933,0.0,0.0,,0.0,0.0
2019-09-10,0.8287821587589164,0.0,0.0,,0.0,0.0
2019-09-11,0.821944750957623,0.0,0.0,,0.0,0.0
2019-09-12,0.8053506338517338,0.079,12.5,rain,0.0,0.0
2019-09-13,0.8034812896565744,0.0,0.0,,0.0,0.0
2019-09-14,0.7413965094313023,0.122,4.17,rain,0.0,0.0
2019-09-15,0.7934418134304216,0.08,4.17,rain,0.0,0.0
2019-09-16,0.8526102642256499,0.0,0.0,,0.0,0.0
2019-09-17,0.860410599490502,0.0,0.0,,0.0,0.0
2019-09-18,0.8244380620460188,0.0,0.0,,0.0,0.0
2019-09-19,0.8357470244080308,0.0,0.0,,0.0,0.0
2019-09-20,0.8530940508776447,0.0,0.0,,0.0,0.0
2019-09-21,0.7936687075985394,0.0,0.0,,0.0,0.0
2019-09-22,0.8266194614820431,0.0,0.0,,0.0,0.0
2019-09-23,0.8366263181009838,0.0,0.0,,0.0,0.0
2019-09-24,0.7938667899651871,0.132,12.5,rain,0.0,0.0
2019-09-25,0.8217893534512231,0.0,0.0,,0.0,0.0
2019-09-26,0.8365716327358148,0.262,12.5,rain,0.0,0.0
2019-09-27,0.8489794043115009,0.0,0.0,,0.0,0.0
2019-09-28,0.8082146259062009,0.0,0.0,,0.0,0.0
2019-09-29,0.8328468173273381,0.0,0.0,,0.0,0.0
2019-09-30,0.8233715404209955,0.0,0.0,,0.0,0.0
2019-10-01,0.8631797620854342,0.05,8.33,rain,0.0,0.0
2019-10-02,0.8641054695902379,0.236,20.83,rain,0.0,0.0
2019-10-03,0.8568160586761588,0.004,12.5,rain,0.0,0.0
2019-10-04,0.8359607893103871,0.112,25.0,rain,0.0,0.0
2019-10-05,0.7553906674392497,0.0,0.0,,0.0,0.0
2019-10-06,0.8267490684864874,0.0,0.0,,0.0,0.0
2019-10-07,0.7916058079658472,0.142,8.33,rain,0.0,0.0
2019-10-08,0.8256734641540746,0.028,12.5,rain,0.0,0.0
2019-10-09,0.8018317370889849,0.071,8.33,rain,0.0,0.0
2019-10-10,0.811248263239489,0.024,8.33,rain,0.0,0.0
2019-10-11,0.8279183497112588,0.359,62.5,rain,0.0,0.0
2019-10-12,0.7412402320883587,0.04,45.83,rain,0.0,0.0
2019-10-13,0.7872116213423488,0.0,0.0,,0.0,0.0
2019-10-14,0.871427378328598,0.0,0.0,,0.0,0.0
2019-10-15,0.8256197477498651,0.0,0.0,,0.0,0.0
2019-10-16,0.8232881713138749,0.082,12.5,rain,0.0,0.0
2019-10-17,0.7972525532248598,1.212,29.17,rain,0.0,0.0
2019-10-18,0.7883872660053912,0.0,0.0,,0.0,0.0
2019-10-19,0.7402394635059191,0.0,0.0,,0.0,0.0
2019-10-20,0.7728299087454017,0.0,0.0,,0.0,0.0
2019-10-21,0.796890166370843,0.002,8.33,rain,0.0,0.0
2019-10-22,0.8578826334873354,0.046,12.5,rain,0.0,0.0
2019-10-23,0.8614451920569888,0.495,37.5,rain,0.0,0.0
2019-10-24,0.8394699540248471,0.0,0.0,,0.0,0.0
2019-10-25,0.7927863749345007,0.0,0.0,,0.0,0.0
2019-10-26,0.6989634529600819,0.01,8.33,rain,0.0,0.0
2019-10-27,0.7604972705245447,1.431,54.17,rain,0.0,0.0
2019-10-28,0.7211168471598963,0.039,16.67,rain,0.0,0.0
2019-10-29,0.7416669923356418,0.041,16.67,rain,0.0,0.0
2019-10-30,0.8339317064011439,0.088,25.0,rain,0.0,0.0
2019-10-31,0.7962861023721033,0.088,50.0,rain,0.0,0.0
2019-11-01,0.7197581383064589,0.027,37.5,rain,0.0,0.0
2019-11-02,0.7230510727325905,0.0,0.0,,0.0,0.0
2019-11-03,0.7317172362195883,0.0,0.0,,0.0,0.0
2019-11-04,0.8261241169801674,0.0,0.0,,0.0,0.0
2019-11-05,0.7872446596585405,0.401,33.33,rain,0.0,0.0
2019-11-06,0.8115358796721327,0.0,0.0,,0.0,0.0
2019-11-07,0.8548357305453063,0.235,29.17,rain,0.0,0.0
2019-11-08,0.8190453709539306,0.0,0.0,,0.0,0.0
2019-11-09,0.7582915482080004,0.0,0.0,,0.0,0.0
2019-11-10,0.7757492791636772,0.0,0.0,,0.0,0.0
2019-11-11,0.8548673445106921,0.0,0.0,,0.0,0.0
2019-11-12,0.8526629520991864,0.082,20.83,rain,0.0,0.1
2019-11-13,0.8208428361589335,0.0,0.0,,0.0,0.0
2019-11-14,0.8282247102527037,0.0,0.0,,0.0,0.0
2019-11-15,0.825067190515507,0.0,0.0,,0.0,0.0
2019-11-16,0.8238648938842895,0.0,0.0,,0.0,0.0
2019-11-17,0.8497026733452657,0.0,0.0,,0.0,0.0
2019-11-18,0.7700640209969043,0.253,41.67,rain,0.0,0.0
2019-11-19,0.8009954424431288,0.245,29.17,rain,0.0,0.0
2019-11-20,0.7750501412063281,0.231,50.0,rain,0.0,0.0
2019-11-21,0.8244111160364385,0.0,0.0,,0.0,0.0
2019-11-22,0.821757789773137,0.098,20.83,rain,0.0,0.0
2019-11-23,0.8492537975160845,0.0,0.0,,0.0,0.0
2019-11-24,0.8162111464233295,1.502,70.83,rain,0.0,0.0
2019-11-25,0.8166957516244325,0.0,0.0,,0.0,0.0
2019-11-26,0.7857233935898595,0.0,0.0,,0.0,0.0
2019-11-27,0.848328567872692,0.2,16.67,rain,0.0,0.0
2019-11-28,0.8078216791882913,0.143,29.17,rain,0.0,0.0
2019-11-29,0.8333426805410963,0.0,0.0,,0.0,0.0
2019-11-30,0.7382570196252289,0.0,0.0,,0.0,0.0
2019-12-01,0.7571230950046663,0.495,29.17,"rain,snow",0.3,0.1
2019-12-02,0.7431998449596876,0.595,91.67,"rain,snow",0.5,0.5
2019-12-03,0.7873369143179536,0.146,54.17,"rain,snow",0.7,1.3
2019-12-04,0.7286291621053435,0.0,0.0,"rain,snow",0.2,1.5
2019-12-05,0.7906610861127334,0.0,0.0,,0.0,1.0
2019-12-06,0.764362750148015,0.043,16.67,"rain,snow",0.3,0.7
2019-12-07,0.7187157903958504,0.0,0.0,"rain,snow",0.2,1.0
2019-12-08,0.692790757086597,0.0,0.0,,0.0,1.0
2019-12-09,0.7919587536919004,0.559,70.83,rain,0.0,0.8
2019-12-10,0.7960126643738739,0.184,50.0,rain,0.0,0.3
2019-12-11,0.749902038818572,0.235,41.67,"rain,snow",1.4,0.9
2019-12-12,0.7583098058691297,0.0,0.0,,0.0,0.6
2019-12-13,0.7682511608808062,0.081,25.0,rain,0.0,0.3
2019-12-14,0.7546841539270186,1.277,62.5,rain,0.0,0.1
2019-12-15,0.7463813561749262,0.0,0.0,,0.0,0.0
2019-12-16,0.7564568672129235,0.0,0.0,,0.0,0.0
2019-12-17,0.8157964229959149,0.618,70.83,"rain,snow",0.5,0.2
2019-12-18,0.8037986813754625,0.0,0.0,"rain,snow",0.3,0.5
2019-12-19,0.7846938967426237,0.0,0.0,,0.0,0.4
2019-12-20,0.7370111780068472,0.0,0.0,,0.0,0.4
2019-12-21,0.7201364889512287,0.0,0.0,,0.0,0.4
2019-12-22,0.7665302053767777,0.0,0.0,,0.0,0.4
2019-12-23,0.8614461893925284,0.0,0.0,,0.0,0.4
2019-12-24,0.8567225775311349,0.0,0.0,,0.0,0.4
2019-12-25,0.819754083524883,0.0,0.0,,0.0,0.3
2019-12-26,0.873186609181756,0.0,0.0,,0.0,0.1
2019-12-27,0.8516301685273079,0.011,4.17,rain,0.0,0.1
2019-12-28,0.7531492706992893,0.0,0.0,,0.0,0.0
2019-12-29,0.8117935782206577,0.052,12.5,rain,0.0,0.0
2019-12-30,0.8613408475202777,1.299,100.0,rain,0.0,0.0
2019-12-31,0.8341173855741093,0.288,41.67,rain,0.0,0.1
2020-01-01,0.7205208832097215,0.0,0.0,,0.0,0.1
2020-01-02,0.8090837694393483,0.0,0.0,,0.0,0.1
2020-01-03,0.7983337837226321,0.0,0.0,,0.0,0.0
2020-01-04,0.8334048604205058,0.127,33.33,rain,0.0,0.0
2020-01-05,0.8206626418783151,0.127,29.17,rain,0.0,0.2
2020-01-06,0.8579778061919066,0.0,0.0,,0.0,0.2
2020-01-07,0.8368448397487125,0.0,0.0,,0.0,0.1
2020-01-08,0.8256298815135851,0.023,8.33,"rain,snow",0.4,0.4
2020-01-09,0.8229575097735178,0.0,0.0,,0.0,0.1
2020-01-10,0.8284688535460676,0.0,0.0,,0.0,0.0
2020-01-11,0.7662381775668563,0.0,0.0,,0.0,0.0
2020-01-12,0.7609200428294525,0.023,8.33,rain,0.0,0.0
2020-01-13,0.8271888804930794,0.011,4.17,rain,0.0,0.0
2020-01-14,0.8106125067740411,0.001,4.17,rain,0.0,0.0
2020-01-15,0.816030547931819,0.0,0.0,,0.0,0.0
2020-01-16,0.8339619155212257,0.094,20.83,rain,0.0,0.1
2020-01-17,0.7818394098744719,0.0,0.0,,0.0,0.0
2020-01-18,0.7377789689425892,0.213,20.83,"rain,snow",0.6,0.2
2020-01-19,0.7873525926110186,0.046,8.33,"rain,snow",0.4,0.9
2020-01-20,0.8275277054497245,0.0,0.0,,0.0,1.0
2020-01-21,0.8504914894427966,0.0,0.0,,0.0,1.0
2020-01-22,0.7807346133321972,0.0,0.0,,0.0,1.0
2020-01-23,0.8272242287260964,0.0,0.0,,0.0,1.0
2020-01-24,0.7991908751521379,0.0,0.0,,0.0,0.9
2020-01-25,0.7535342993648751,0.683,25.0,rain,0.0,0.5
2020-01-26,0.7731893075158307,0.0,0.0,,0.0,0.1
2020-01-27,0.8433867803603607,0.0,0.0,,0.0,0.0
2020-01-28,0.8445195804593066,0.0,0.0,,0.0,0.0
2020-01-29,0.8476510432192876,0.0,0.0,,0.0,0.0
2020-01-30,0.8023617791289424,0.0,0.0,,0.0,0.0
2020-01-31,0.7990772845075027,0.0,0.0,,0.0,0.0
2020-02-01,0.7748470931711804,0.02,8.33,rain,0.0,0.0
2020-02-02,0.801689258561081,0.0,0.0,,0.0,0.0
2020-02-03,0.7977247362567028,0.0,0.0,,0.0,0.0
2020-02-04,0.8046929293674432,0.0,0.0,,0.0,0.0
2020-02-05,0.8364037436362746,0.06,20.83,rain,0.0,0.0
2020-02-06,0.7889665950732447,0.452,62.5,"rain,snow",0.8,0.5
2020-02-07,0.8340317753552362,0.325,45.83,"rain,snow",0.0,0.3
2020-02-08,0.7768719614813833,0.0,0.0,,0.0,0.1
2020-02-09,0.7536590268855872,0.0,0.0,,0.0,0.0
2020-02-10,0.8160831231582094,0.169,41.67,rain,0.0,0.0
2020-02-11,0.7887424416770203,0.19,41.67,rain,0.0,0.0
2020-02-12,0.819199089774206,0.0,0.0,,0.0,0.0
2020-02-13,0.836462713897254,0.54,41.67,"rain,snow",1.3,0.7
2020-02-14,0.7837767465560965,0.0,0.0,,0.0,0.2
2020-02-15,0.7718552621534173,0.0,0.0,,0.0,0.1
2020-02-16,0.7872687452929149,0.0,0.0,,0.0,0.1
2020-02-17,0.7745436588188822,0.0,0.0,,0.0,0.0
2020-02-18,0.7968906849701454,0.437,33.33,rain,0.0,0.0
2020-02-19,0.8011617440473664,0.0,0.0,,0.0,0.0
2020-02-20,0.7765321495630872,0.0,0.0,,0.0,0.0
2020-02-21,0.8093030683449756,0.0,0.0,,0.0,0.0
2020-02-22,0.8130830176676402,0.0,0.0,,0.0,0.0
2020-02-23,0.8236313380273085,0.0,0.0,,0.0,0.0
2020-02-24,0.8636518443656993,0.0,0.0,,0.0,0.0
2020-02-25,0.8771659126917974,0.152,12.5,rain,0.0,0.0
2020-02-26,0.8418521199010441,0.246,25.0,rain,0.0,0.0
2020-02-27,0.8200912387049841,0.748,33.33,rain,0.0,0.0
2020-02-28,0.8471843828549916,0.0,0.0,,0.0,0.0
2020-02-29,0.749274336212983,0.0,0.0,,0.0,0.0
2020-03-01,0.7677328006758563,0.0,0.0,,0.0,0.0
2020-03-02,0.8408436149205736,0.0,0.0,,0.0,0.0
2020-03-03,0.8249821374065425,0.034,12.5,rain,0.0,0.0
2020-03-04,0.8321602833717614,0.033,8.33,rain,0.0,0.0
2020-03-05,0.8540543519712718,0.0,0.0,,0.0,0.0
2020-03-06,0.8103858244893516,0.0,0.0,,0.0,0.0
2020-03-07,0.8129105931865614,0.001,4.17,"rain,snow",0.1,0.1
2020-03-08,0.8208192048984806,0.0,0.0,,0.0,0.1
2020-03-09,0.8701553136908571,0.0,0.0,,0.0,0.0
2020-03-10,0.8761949570252394,0.0,0.0,,0.0,0.0
2020-03-11,0.8318082156503022,0.0,0.0,,0.0,0.0
2020-03-12,0.8625557281842683,0.0,0.0,,0.0,0.0
2020-03-13,0.8578046253355638,0.293,33.33,rain,0.0,0.0
2020-03-14,0.8310846702612539,0.0,0.0,,0.0,0.0
2020-03-15,0.8159775368092436,0.0,0.0,,0.0,0.0
2020-03-16,0.8625950238533309,0.0,0.0,,0.0,0.0
2020-03-17,0.8288262204421508,0.035,12.5,"rain,snow",0.1,0.2
2020-03-18,0.843924931420062,0.0,0.0,,0.0,0.0
2020-03-19,0.7977510425036254,0.567,45.83,rain,0.0,0.0
2020-03-20,0.8453491719634717,0.02,16.67,rain,0.0,0.0
2020-03-21,0.8177541099618408,0.0,0.0,,0.0,0.0
2020-03-22,0.7812358428848561,0.0,0.0,,0.0,0.0
2020-03-23,0.8640264362339215,1.077,33.33,"rain,snow",0.0,0.2
2020-03-24,0.8692861512145085,0.69,33.33,"rain,snow",0.0,0.2
2020-03-25,0.8756800056262395,0.003,12.5,rain,0.0,0.0
2020-03-26,0.792009114695304,0.0,0.0,,0.0,0.0
2020-03-27,0.8208644810818853,0.011,4.17,rain,0.0,0.0
2020-03-28,0.8225124596182442,0.063,16.67,rain,0.0,0.0
2020-03-29,0.8339101936055295,0.724,83.33,rain,0.0,0.0
2020-03-30,0.8457016656498818,0.123,29.17,rain,0.0,0.0
2020-03-31,0.8116069434569078,0.018,16.67,rain,0.0,0.0
2020-04-01,0.8497250458597511,0.0,0.0,,0.0,0.0
2020-04-02,0.7890763800991136,0.115,58.33,rain,0.0,0.0
2020-04-03,0.7928647558789284,0.915,100.0,rain,0.0,0.0
2020-04-04,0.8272699448182549,0.133,29.17,rain,0.0,0.0
2020-04-05,0.8495644322482977,0.0,0.0,,0.0,0.0
2020-04-06,0.82274191536168,0.0,0.0,,0.0,0.0
2020-04-07,0.8112074792846824,0.0,0.0,,0.0,0.0
2020-04-08,0.8128392164556086,0.073,25.0,rain,0.0,0.0
2020-04-09,0.8073133262208219,0.645,37.5,rain,0.0,0.0
2020-04-10,0.8103771629654151,0.015,16.67,rain,0.0,0.0
2020-04-11,0.8105653378264273,0.0,0.0,,0.0,0.0
2020-04-12,0.8122224920422919,0.0,0.0,,0.0,0.0
2020-04-13,0.7932766273075238,0.622,66.67,rain,0.0,0.0
2020-04-14,0.7914392209483163,0.0,0.0,,0.0,0.0
2020-04-15,0.679867993727972,0.001,4.17,rain,0.0,0.0
2020-04-16,0.7351861580257283,0.0,0.0,,0.0,0.0
2020-04-17,0.7547182925094702,0.0,0.0,rain,0.0,0.1
2020-04-18,0.7898796329125722,0.682,66.67,"rain,snow",2.0,0.5
2020-04-19,0.8473379442525306,0.0,0.0,,0.0,0.1
2020-04-20,0.7993299242681983,0.0,0.0,,0.0,0.0
2020-04-21,0.8096135946233854,0.341,29.17,rain,0.0,0.0
2020-04-22,0.8067955247450174,0.0,0.0,,0.0,0.0
2020-04-23,0.7988022304402915,0.0,0.0,,0.0,0.0
2020-04-24,0.8154881749757608,0.224,45.83,rain,0.0,0.0
2020-04-25,0.7786791327495307,0.0,0.0,,0.0,0.0
2020-04-26,0.8599848633312894,0.212,37.5,rain,0.0,0.0
2020-04-27,0.814088354953106,0.615,100.0,rain,0.0,0.0
2020-04-28,0.8563635486430463,0.037,12.5,rain,0.0,0.0
2020-04-29,0.8668342725335668,0.0,0.0,,0.0,0.0
2020-04-30,0.8327133936690216,0.004,4.17,rain,0.0,0.0
2020-05-01,0.7755376602255926,0.8,37.5,rain,0.0,0.0
2020-05-02,0.7528585437894605,0.032,12.5,rain,0.0,0.0
2020-05-03,0.8154566863918948,0.0,0.0,,0.0,0.0
2020-05-04,0.8794510678147529,0.0,0.0,,0.0,0.0
2020-05-05,0.8833987375973726,0.0,0.0,,0.0,0.0
2020-05-06,0.858613143529769,0.0,0.0,,0.0,0.0
2020-05-07,0.854593711863783,0.011,4.17,rain,0.0,0.0
2020-05-08,0.8289137347849694,0.189,25.0,rain,0.0,0.0
2020-05-09,0.6438036652540032,0.173,29.17,rain,0.0,0.0
2020-05-10,0.7834108161694541,0.0,0.0,,0.0,0.0
2020-05-11,0.8279014131436755,0.232,29.17,rain,0.0,0.0
2020-05-12,0.8753307396681139,0.0,0.0,,0.0,0.0
2020-05-13,0.8839444423265652,0.0,0.0,,0.0,0.0
2020-05-14,0.8364948043435754,0.0,0.0,,0.0,0.0
2020-05-15,0.8805219977728421,0.525,25.0,rain,0.0,0.0
2020-05-16,0.8067039318394142,0.202,16.67,rain,0.0,0.0
2020-05-17,0.7893559790743765,0.0,0.0,,0.0,0.0
2020-05-18,0.8133160377111224,0.0,0.0,,0.0,0.0
2020-05-19,0.8532402989177237,0.0,0.0,,0.0,0.0
2020-05-20,0.8277048779303777,0.0,0.0,,0.0,0.0
2020-05-21,0.8054320051980217,0.0,0.0,,0.0,0.0
2020-05-22,0.7840800744964032,0.0,0.0,,0.0,0.0
2020-05-23,0.8464833990278818,0.001,4.17,rain,0.0,0.0
2020-05-24,0.8661100309233128,0.0,0.0,,0.0,0.0
2020-05-25,0.8568159798167347,0.001,4.17,rain,0.0,0.0
2020-05-26,0.8734166243911072,0.0,0.0,,0.0,0.0
2020-05-27,0.8371773810742161,0.0,0.0,,0.0,0.0
2020-05-28,0.7903338836258784,0.0,0.0,,0.0,0.0
2020-05-29,0.9099926556505756,0.001,4.17,rain,0.0,0.0
2020-05-30,0.8113402911101786,0.091,12.5,rain,0.0,0.0
2020-05-31,0.8203994709636979,0.0,0.0,,0.0,0.0
2020-06-01,0.821344969669332,0.0,0.0,,0.0,0.0
2020-06-02,0.8270709938866578,0.021,8.33,rain,0.0,0.0
2020-06-03,0.8555848968010467,0.011,4.17,rain,0.0,0.0
2020-06-04,0.8019377742128109,0.0,0.0,,0.0,0.0
2020-06-05,0.880852210205685,0.151,12.5,rain,0.0,0.0
2020-06-06,0.7959697034710354,0.231,20.83,rain,0.0,0.0
2020-06-07,0.8182255894639949,0.0,0.0,,0.0,0.0
2020-06-08,0.8129559080313886,0.0,0.0,,0.0,0.0
2020-06-09,0.8311895243181424,0.0,0.0,,0.0,0.0
2020-06-10,0.8380483383282158,0.0,0.0,,0.0,0.0
2020-06-11,0.7991575915670714,0.582,25.0,rain,0.0,0.0
2020-06-12,0.8123786284254233,0.164,4.17,rain,0.0,0.0
2020-06-13,0.7566049862995163,0.0,0.0,,0.0,0.0
2020-06-14,0.7555692290452733,0.0,0.0,,0.0,0.0
2020-06-15,0.7982870633466894,0.0,0.0,,0.0,0.0
2020-06-16,0.8731237224023326,0.0,0.0,,0.0,0.0
2020-06-17,0.8804567085570787,0.0,0.0,,0.0,0.0
2020-06-18,0.8509223464555227,0.0,0.0,,0.0,0.0
2020-06-19,0.8299348082072213,0.0,0.0,,0.0,0.0
2020-06-20,0.6716386614547963,0.0,0.0,,0.0,0.0
2020-06-21,0.7193173310290181,0.0,0.0,,0.0,0.0
2020-06-22,0.6498556941516753,0.0,0.0,,0.0,0.0
2020-06-23,0.7189066553028104,0.0,0.0,,0.0,0.0
2020-06-24,0.707510046716761,0.01,4.17,rain,0.0,0.0
2020-06-25,0.6824821008276601,0.0,0.0,,0.0,0.0
2020-06-26,0.7051851268504885,0.0,0.0,,0.0,0.0
2020-06-27,0.7266748069663098,0.029,12.5,rain,0.0,0.0
2020-06-28,0.7429135736609677,1.366,41.67,rain,0.0,0.0
2020-06-29,0.7342171912703868,0.309,41.67,rain,0.0,0.0
2020-06-30,0.7967915622988386,0.164,20.83,rain,0.0,0.0
2020-07-01,0.777770721186174,0.076,20.83,rain,0.0,0.0
2020-07-02,0.7670185628925319,0.0,0.0,,0.0,0.0
2020-07-03,0.7919038104761039,0.0,0.0,,0.0,0.0
2020-07-04,0.7985759407401838,0.0,0.0,,0.0,0.0
2020-07-05,0.8377174502332386,0.061,8.33,rain,0.0,0.0
2020-07-06,0.8186709438272013,0.088,4.17,rain,0.0,0.0
2020-07-07,0.8112463736439399,0.0,0.0,,0.0,0.0
2020-07-08,0.7983929521999485,0.0,0.0,,0.0,0.0
2020-07-09,0.7952451454360099,0.0,0.0,,0.0,0.0
2020-07-10,0.8181966419731308,0.0,0.0,,0.0,0.0
2020-07-11,0.797319513348807,0.016,8.33,rain,0.0,0.0
2020-07-12,0.7844106413403573,0.0,0.0,,0.0,0.0
2020-07-13,0.8439729874903179,0.08,20.83,rain,0.0,0.0
2020-07-14,0.811474630443856,0.56,12.5,rain,0.0,0.0
2020-07-15,0.8038740267615267,0.042,12.5,rain,0.0,0.0
2020-07-16,0.8079561692195634,0.0,0.0,,0.0,0.0
2020-07-17,0.8085519721667384,0.1,12.5,rain,0.0,0.0
2020-07-18,0.7748716148089309,0.0,0.0,,0.0,0.0
2020-07-19,0.7922496460985649,0.0,0.0,,0.0,0.0
